変わる:動詞,341
見える:動詞,272
感じる:動詞,243
走る:動詞,163
始まる:動詞,161
越える:動詞,118
違う:動詞,115
超える:動詞,111
願う:動詞,108
持つ:動詞,103
始める:動詞,88
繋がる:動詞,86
傷つく:動詞,86
選ぶ:動詞,77
逃げる:動詞,72
重ねる:動詞,70
諦める:動詞,70
巡る:動詞,69
立つ:動詞,69
広がる:動詞,67
奪う:動詞,64
過ごす:動詞,61
開く:動詞,61
震える:動詞,60
辿る:動詞,53
寄り添う:動詞,51
映る:動詞,50
駆ける:動詞,49
恐れる:動詞,47
壊れる:動詞,47
みせる:動詞,46
打つ:動詞,45
あきらめる:動詞,45
握る:動詞,43
立ち上がる:動詞,42
受け止める:動詞,41
取る:動詞,39
望む:動詞,38
晴れる:動詞,36
ためらう:動詞,36
憧れる:動詞,33
回る:動詞,32
ありふれる:動詞,18
戸惑う:動詞,18
投げる:動詞,14
得る:動詞,14
増す:動詞,13
現れる:動詞,13
解く:動詞,12
ふるえる:動詞,10
縛る:動詞,9
選べる:動詞,9
避ける:動詞,9
吠える:動詞,9
殺す:動詞,8
持てる:動詞,8
通う:動詞,5
つぶる:動詞,4
流れ落ちる:動詞,2
あこがれる:動詞,2
売る:動詞,1
減らす:動詞,1
