-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18535,0.10977,0.12031,0.10982,0.11755,0.07724
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18535,0.10977,0.12031,0.10982,0.11755,0.07724
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18517,0.10977,0.12031,0.10982,0.11755,0.07722
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18535,0.10977,0.12031,0.10982,0.11755,0.07724
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18517,0.10977,0.12031,0.10982,0.11755,0.07722
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18535,0.10977,0.12031,0.10982,0.11755,0.07724
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18535,0.10977,0.12031,0.10982,0.11755,0.07724
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18535,0.10977,0.12031,0.10982,0.11755,0.07724
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18535,0.10977,0.12031,0.10982,0.11755,0.07724
-0.00054,-0.00339,0.01784,0.01982,0.09588,0.18531,0.10977,0.12031,0.10982,0.11755,0.07724
